Sentence,Category (Binary)
"
In the return direction, train No.02510 Guwahati“Bengaluru Cantonment"" Triâ“Weekly Special Express"" will depart Guwahati at 06:20 hrs on Sunday, Monday and Tuesday from September 13 till further advise and arrive at Bengaluru Cantonment at 11:40 hrs on Tuesday, Wednesday and Thursday.",1-Septic
There are about 77 lakh students studying in government schools in the state.,0-Pure
The Indian men's hockey team forward Akashdeep Singh believes that world-class facilities and stadiums make a big difference to a side's performance.,1-Septic
The Indian men's hockey team has achieved tremendous success since June 2019.,1-Septic
"They also competed well against top sides such as Belgium, Netherlands and Australia in the FIH Pro League earlier this year.",0-Pure
"""We have certainly worked hard to record good wins in the recent past, however, we wouldn't have been able to raise our game without the world-class facilities and stadiums provided to us by Hockey India and Sports Authority of India.Practicing on a good turf with all the necessary facilities has helped us hone our techniques and become much better players and as a result, we have performed well consistently in the last few years,"" Akashdeeep Singh said in an official Hockey India release.",0-Pure
"
Akashdeep added that spotting and nurturing of talent across the country has certainly been a big boost for the national side.",1-Septic
"
""We have had some young talents such as Rajkumar Pal and Vivek Sagar Prasad join our team in the last few years.Our team has a great balance of experienced players and new talents, which is the perfect blend for being successful in competitions.I would certainly like to give a lot of credit to Hockey India for the way they have spotted talent through domestic competitions and nurtured them further so that they are in a position to perform for their country,"" said the 25-year-old.",0-Pure
"
The forward also said that the Indian team is determined to become Olympic medallists in Tokyo next year.",1-Septic
"In December 2018, when Belgium broke Dutch hearts to win the men's hockey World Cup, a 'blueprint to success' reached its final destination.",1-Septic
"
But from thereon, the Red Lions' task became tougher, for they had to not just enjoy the view from the top but also keep proving that they belong there.",1-Septic
"
The next goal on that road for the Belgians is to turn their 2016 Olympic silver to gold in Tokyo next year.",0-Pure
"
After enjoying a year as the new world champions, the Belgians, along with the rest of the hockey world, had to go through a difficult period.",1-Septic
"
Hockey had its line-up of the 12 teams for the Tokyo Games, the fixtures were rolled out as well, but the all-important practice provided by Pro League before the big stage had to be stopped indefinitely, as the pandemic wreaked havoc.",1-Septic
"
Finally in September, as the world reached a stage where it had learned, to an extent, how to live with the coronavirus, international hockey returned, when Germany hosted Belgium in Dusseldorf for a two-match Pro League tie.",0-Pure
"The FIH, after much deliberation and outlining the SOP to be followed, decided to bring hockey back on the pitch, with Germany and Belgium becoming the first two teams to experience playing in the Covid-19 era.",1-Septic
"
To know how it felt and what changed, Timesofindia.com got in touch with the coach of the Red Lions, Shane McLeod, for an exclusive interview.",0-Pure
"
(Action from the second match between Germany and Belgium in Dusseldorf - FIH Facebook Photo )Excerpts... Is it an advantage or a disadvantage to be the first team to play with Covid-19 restrictions in place?I believe that there are some positives with being (among) the first teams to play.
",1-Septic
"
Firstly, we get to start to develop our game earlier than other nations that are still either in training mode or not able to be together.",1-Septic
"
We also create the expectation of a new normal for the group.
",0-Pure
"
Athletes need to have targets to look forward to and there is no better way to do this than playing other nations.
",0-Pure
"
How many days before the matches against Germany did you get together as a group?
",0-Pure
"
Did you have a camp?",1-Septic
"
This means that the need to bring the group together before playing a match does not need to be for a long period.
",0-Pure
"
We travelled the morning before we played, as it is only a two-hour distance from where we train.
",0-Pure
"
How much does being in a camp help as opposed to getting together just a few days before a tour/tournament?
",1-Septic
"
What do you prefer as a coach?",0-Pure
"
In normal circumstances, we would travel a week to ten days before a tournament so that we get used to the time zone, conditions and climate; but for the Pro League, this is not practical.
",0-Pure
"
When we do travel and are in camp, it is a great way to bring the group to another level, playing-wise, and also as a team.
",0-Pure
"
#FIHProLeague #HockeyInvites #GERvBEL @BELRedLions' Loïck Luypaert reflects on the important learnings from the International Hockey Federation (@FIH_Hockey) Talking about the lockdown period in one of your earlier comments, you said, the ""players' technical levels are very high...and some even made gains"".
",0-Pure
"
Can you please elaborate on that?Due to the fact that we had to train over distances, we needed to be creative in how we set out our training.
",1-Septic
"
It meant going back to basics and working on areas of players' development that often get overlooked.
",1-Septic
"
For example, training to receive overheads was an easy topic to develop.
",0-Pure
"
Players would do hundreds of repeatable exercises rather than 10 or 20.
",0-Pure
"
This means that players' skill levels improved.",0-Pure
"
How much does not playing together for a long time matter, especially when you have largely played with more or less the same group over a period of time, which helped you win the World Cup as well?",1-Septic
"
We are starting to shape a group ready to prepare for the next Olympic cycle.
",0-Pure
"
We had two new players playing (for) their first caps for the Red Lions against Germany.
",0-Pure
"
For most nations, it takes some time to piece together the team's playing style and after seven months we also have to start to build each of the areas of our game.
",1-Septic
"
What makes this an interesting exercise is that players are back with their clubs, meaning that they are having to learn several playing styles all at the same time.
",1-Septic
"
Talking about the Covid-19 protocols related to match-days, what struck you the most when you stepped on the pitch?For me, a big part of the experience is the crowd.
",0-Pure
"
Whether you are playing against India in India and having to deal with the crowd's ability to lift the team, or playing at home in Belgium knowing that all of the supporters have come to enjoy the event, it is the crowd that provides that extra feeling.
",1-Septic
